Nombre,Ingredientes,Pasos
raviolis de calabacin con queso de cabra,1 Calabacín Trozos de queso de cabra 1 chorro de Aceite 1 pizca de Sal,1 Primero cortamos en láminas muy finas el calabacín para poder realizar después los raviolis 2 Luego ponemos las láminas de calabacín en agua hirviendo durante 30 segundos aproximadamente. Pasado este tiempo lasa sacamos y dejamos que se sequen. 3 Una vez secas cogemos dos láminas y las colocamos sobre la mesa de trabajo en forma de cruz. Después en el centro colocamos un trozo de queso de cabra para rellenar los raviolis de calabacín caseros. 4 Finalmente cerramos cada ravioli pasando las tiras de la cruz por encima del queso y cubriéndolo por completo. Ponemos la plancha o una sartén a calentar con un poquito de aceite y cuando esté caliente cocinamos los raviolis de calabacín hasta que adquieran un tono marrón y el queso se funda ligeramente. Truco: u 5 ¡Listo! Servimos los raviolis de calabacín rellenos de queso de cabra acompañados de una ensalada de rúcula o patatas asadas en gajos. Sin duda se trata de una receta de raviolis de verduras muy sencilla rápida y deliciosa perfecta para dietas vegetarianas y todas aquellas personas que busquen platos diferentes a los tradicionales.
bistec vegetal de berenjena,1 taza de Guisantes frescos ¼ Cebolla 1 cucharadita de VegaBroth (caldo concentrado vegano) 1 chorro de Aceite de oliva 6 Almendras 6 Avellanas 1 pizca de Sal gruesa 1 cucharadita de Pimienta rosa 1 Limón (ralladura) 1 Mandarina (ralladura) 2 Berenjenas 4 Tomates maduros 1 chorro de Aceite 1 pizca de Sal y Pimienta 1 pizca de Mejorana,1 El primer paso para preparar este espectacular plato con berenjenas será preparar la crema de guisantes. Esta crema la usaremos como guarnición y a la vez decoraremos el plato con ella para hacerla coloca en un cazo todos los ingredientes de lista junto con un poco de agua suficiente para cubrir al ras y cocina durante 2-3 minutos.Cuando lo tengas bate el conjunto con un buen chorro de aceite de oliva y reserva. 2 Ahora vamos con los complementos del plato porque para servir unos bistec de berenjena con una presentación gourmet tenemos que cuidar los detalles.Machaca en un mortero todos los ingredientes del majado hasta triturarlos bien pero sin llegar convertirlos en polvo queremos algo de textura. Reserva. 3 Otro complemente son las ralladuras cítricas así que para trabajarlas correctamente espárcelas en un plato llano y cocina en el microondas sin tapar durante un minuto a máxima potencia.Pasado este tiempo abre el micro y deja salir el vapor. Repite esta operación hasta que compruebes que están completamente secas. Reserva. 4 Finalmente vamos a cocinar las berenjenas y los tomates. Empezamos por pelar las berenjenas y cortarlas a lo largo por la mitad para hacer los bistec vegetales. Retira las puntas y frota con limón.En cuanto a los tomates corta una rodaja fina de cada extremos y colócalos en una sartén con unas gotas de aceite junto con las berenjenas.Deja tostar todo por lado y lado sin dejar que se pochen. Luego sazona con sal pimienta pimentón mejorana y romero al gusto. 5 Para montar nuestro plato de bistec vegetal de berenjena colocamos una base de crema de guisantes luego las berenjenas con los tomates y terminamos cubriendo con el majado y las ralladuras. ¡Una verdadera delicia!Y si te gustan tanto las berenjenas como a mi te invito a ver más recetas como las berenjenas a la criolla las berenjenas rellenas veganas o mejor pásate por el blog Cocina Con Luz Verde y déjate sorprender por maravillosas recetas veganas y vegetarianas.
patatas cocidas con tomate frito,2 Patatas medianas 1 trozo de Puerro 2 Champiñones grandes 300 gramos de Tomate frito,1 Lo primero que debemos hacer para elaborar la receta de papas con salsa de tomate mucho más rápido es dejar listos todos los ingredientes. En este sentido aunque nosotros hemos empleado puerro si lo prefieres puedes sustituirlo por cebolla o utilizar ambos ingredientes. Por otro lado puedes trocear las patatas como más te guste intentando que todas queden más o menos del mismo tamaño para que la cocción sea pareja. 2 Una vez que lo tenemos todo listo ponemos a cocer las patatas en agua hirviendo a fuego medio. En función del tamaño de las papas este paso puede tardar más o menos de manera que no dejes de vigilarlas para moverlas de vez en cuando y comprobar con un cuchillo si están listas o no. Truco: Para que las patatas con tomate triturado queden más sabrosa añade una hoja de laurel al agua de la cocción y un chorro de aceite de oliva. 3 Mientras se cuecen las patatas podemos aprovechar para preparar el sofrito. Para ello cocinamos el puerro picado en aceite caliente. En caso de añadir cebolla incorporamos ambos ingredientes a la vez. Movemos constantemente la preparación con una cuchara de madera o espátula con la finalidad de mantener intactos los sabores de la receta de patatas con tomate frito ya los utensilios de metal pueden alterarlos ligeramente. 4 Cuando el puerro empiece a dorarse añadimos los champiñones laminados y removemos para integrarlos al sofrito. Este producto es perfecto no solo para complementar las patatas con tomate triturado sino para acompañar prácticamente cualquier receta tanto por su suave sabor como por su bajo aporte de calorías. De esta forma también podemos elaborar con este producto otras recetas como el arroz integral con champiñones ¡delicioso y saludable! 5 Cuando los champiñones estén listos añadimos la salsa de tomate triturado y dejamos cocinar unos segundos para integrar los sabores. Lo ideal es emplear una salsa de tomate casera para elaborar unas patatas con tomate natural no obstante si por tiempo no es posible siempre podemos comprar una salsa ya preparada. Eso sí en caso de seleccionar tomate frito industrial recomendamos que sea lo más natural posible. 6 Ahora añadimos las patatas cocidas escurridas y pasadas por agua fría removemos e integramos con el sofrito de tomate. 7 Dejamos que se cocinen las patatas con el tomate frito y los champiñones durante unos segundos tanto para que absorban todos los sabores como para volver a calentarlas. En este punto puedes añadir las especias que quieras como pimienta molida orégano etc. Así mismo si lo prefieres también puedes agregar sal al gusto aunque nosotros hemos optado por no hacerlo. 8 ¡Listo! Servimos las patatas cocidas con tomate frito calientes y disfrutamos de esta sencilla y rápida receta. Puedes degustar este plato solo o acompañado de arroz blanco hervido una ensalada verde o verduras a la plancha para intentar que el menú sea lo más equilibrado posible.
pastel de coliflor con jamon y queso,1 Colifor grande 3 Huevos 220 gramos de Queso en lonchas (Emmental o Gouda) 220 gramos de Jamón cocido en lonchas 50 gramos de Queso parmesano Mantequilla 1 rama de Perejil 1 pizca de Sal y Pimienta Queso para gratinar,1 Para hacer nuestra receta de pastel de colifor al horno necesitaremos una coliflor de un kilo aproximadamente. Cuando la tengas empezaremos por limpiarla muy bien quitando las hojas de la parte externa y el tronco del centro.Separamos los cogollos y cocinamos en gua hirviendo con sal hasta que queden bien tiernos. Este proceso de cocción puede demorar unos 15 minutos en olla a presión o un poco más en olla normal.Escurrimos y reservamos. 2 Por otro lado vamos encendiendo el horno para precalentar a 220ºC.A continuación trituramos en conjunto los cogollos de coliflor los huevos el perejil y el queso rallado. El resultado debe ser una mezcla bastante homogénea cuando la tengas comprueba la sazón y corrige con un punto de sal y pimienta. Reserva algunos trozos de coliflor aparte preferiblemente los más pequeños. 3 Para armar nuestro pastel de coliflor ubicamos una fuente apta para el horno y vaciamos una parte del puré de coliflor que acabamos de preparar. Encima cubrimos con las lonchas de jamón y queso y repetimos la operación.Al final debemos colocar una fina capa de puré con algunos de los cogollos pequeños que hemos reservado sobre la que pondremos algunos trozos de mantequilla y un poco de queso para gratinar. 4 Metemos al horno y cocinamos durante unos 15-20 minutos o hasta que veamos que el queso se ha gratinado por completo.Luego saca del horno el pastel de coliflor con jamón y queso y deja que repose unos minutos antes de servir. Puedes acompañar con un poco de pan de pueblo y una ensalada capresa. ¡Buen provecho!
lasana de berenjenas y salmon,2 Berenjenas grandes 1 Lomo de salmón más bien grande (unos 300 gramos) o dos pequeños 1 Cebolla 1 Puerro 150 mililitros de Leche ideal (o nata mejor ligera) 1 cucharada sopera de Salsa de soja 1 puñado de Queso rallado para gratinar tipo mozzarella (mejor ligera) 1 pizca de Jengibre en polvo 1 pizca de Orégano 1 pizca de Sal 1 chorro de Aceite de oliva 250 gramos de Requesón (yo lo puse light),1 Para preparar esta receta de lasaña de berenjenas y salmón primero de todo asamos las berenjenas: para ello las lavamos quitamos el tope verde y las cortamos en láminas de grosor medio (mejor algo fino que muy gordo) a lo largo. Las salpimentamos al gusto por ambos lados y añadimos un chorro de aceite por encima (he de decir que esta vez me olvidé de añadirlo pero no pasó nada. Quedaron igual de bien). Metemos las berenjenas al horno a unos 200º C a media altura unos 15-20 minutos hasta que estén tiernas y con algo de color. Luego las sacamos y reservamos. 2 En una plato ponemos el salmón troceado en piezas pequeñas para luego desmigarlo más fácilmente al hacerlo en la sartén. Salpimentamos al gusto y añadimos también un poquito de jengibre en polvo y una cucharada de salsa de soja. Mezclamos bien y reservamos. 3 En una sartén con un poco de aceite ponemos a dorar la cebolla y el puerro picados. 4 Cuando empiecen a estar tiernos y dorados añadimos el salmón y un poco de orégano. Removemos bien y dejamos un minuto. 5 Regamos entonces con la leche ideal y dejamos cocer a fuego medio-bajo unos minutos hasta que el relleno de la lasaña de berenjenas sin carne quede todo bien hecho. A ojo unos 5 minutos o un poco más. 6 Pasamos entonces a montar la lasaña de berenjenas y salmón. Para ello empezamos poniendo una capa de berenjenas. A continuación añadimos el relleno de salmón y terminamos con un poco de requesón. Seguiremos haciendo capas hasta terminar con una de berenjena en la que pondremos más requesón hasta cubrir todo o casi todo y por último espolvorearemos con la mozzarella y un poco de orégano. Metemos la lasaña de berenjenas sin pasta al horno a gratinar unos 10 minutos según la fuerza del horno hasta que obtengamos el tono dorado o tostado deseado. 7 Cuando esté a nuestro gusto sacamos la lasaña de berenjenas y salmón del horno y esperamos un par de minutos antes de servir para que no queme. ¡Ya veréis qué delicia! Os va a encantar seguro. A nosotros desde luego nos enamoró :)
berenjenas rellenas de carne sin queso,250 gramos de Carne picada 1 Zanahoria 1 Berenjena grande ½ Cebolla ½ Pimiento rojo ½ Pimiento verde ½ Aceite de oliva 1 pizca de Sal 1 pizca de Pimienta 40 gramos de Harina 20 gramos de Mantequilla 290 mililitros de Leche 1 pizca de Nuez moscada,1 Lo primero que debemos hacer para elaborar esta receta de berenjenas rellenas sin queso es lavar bien la verdura y luego cortar la berenjena por la mitad a lo largo. Luego a las pulpas de estas mitades les realizaremos unos cortes en forma de cruz para que penetre el aceite y la sal. 2 Colocamos las mitades en una fuente añadimos el aceite y la sal tapamos con papel film e introducimos las berenjenas en el microondas para cocinarlas durante 10 minutos a máxima potencia. Pasado este tiempo dejamos enfriar y retiramos la pulpa. Reservamos las cáscaras por un lado y la pulpa por otro esta última bien picada. 3 Para empezar a preparar el relleno de las berenjenas ponemos a calentar dos cucharadas de aceite en una sartén y una vez caliente rehogamos todas las verduras bien picadas durante 6-7 minutos. Cuando observemos que están casi listas añadimos la carne picada y la pulpa de la berenjena salpimentamos al gusto y dejamos que se cocine todo junto. 4 Cuando la preparación esté lista rellenamos la berenjenas y dejamos que reposen unos minutos. Mientra tanto aprovechamos para preparar la salsa bechamel calentando primero la mantequilla en la sartén incorporando después la harina y por último la leche y la nuez moscada. Es muy importante no dejar de remover durante todo el proceso para obtener una salsa blanca homogénea y sin grumos. Y si prefieres ahorrarte este paso para elaborar las berenjenas rellenas de carne sin queso en menos tiempo también puedes comprar la salsa ya hecha. 5 Cubrimos las mitades de la berenjena con la salsa bechamel y horneamos la berenjena rellena sin queso a 180 ºC hasta que esté gratinada. 6 ¡Listo! Ya podemos disfrutar de este delicioso plato ideal tanto para el almuerzo como para la cena. Y si queremos podemos acompañar las berenjenas rellenas de carne sin queso con patatas asadas al horno o con una rebanada de pan casero.
patatas rellenas sin horno,7 Patatas blancas medianas 100 gramos de Crema de leche 100 gramos de Queso rallado 1 pizca de Sal pimienta y nuez moscada 7 trozos de Papel de aluminio de 25 cm por lado,1 Lo primero que se debe hacer es lavar las papas con su cáscara secarlas bien y envolverlas con el papel de aluminio con el lado opaco y pincelado con aceite hacia adentro. 2 Luego se colocan las papas envueltas en una cacerola se tapa y se cocinan a fuego medio durante 30 minutos aproximadamente. 3 Una vez cocidas se debe efectuar un corte horizontal en la parte superior de cada patata quitarla y ahuecarlas con ayuda de una cuchara dejando las paredes de 1 cm de grosor. De esta forma podremos preparar unas papas rellenas sin horno fáciles y deliciosas. 4 Con la pulpa extraída se debe preparar un puré de papas agregar el queso la crema y los condimentos al gusto y mezclar bien. 5 Después se ha de rellenar las papas con la preparación anterior se coloca la tapa en cada una de ellas y se colocan nuevamente en la olla para cocinar las patatas asadas en papel de aluminio durante unos minutos a fuego lento. 6 Se sirven las papas asadas rellenas en papel de aluminio calientes. Se pueden acompañar con una ensalada verde o la que más nos guste. Con estos sencillos pasos conseguimos elaborar unas patatas rellenas sin horno aunque también podríamos emplearlo si así lo deseamos.
coliflor al horno con bechamel y queso,1 Coliflor pequeña 1 paquete de Queso rallado 50 gramos de Harina de trigo 50 mililitros de Aceite de oliva 500 mililitros de Leche 1 pizca de Nuez moscada 1 pizca de Sal 1 pizca de Pimienta,1 Para empezar a preparar la receta de coliflor al horno cogemos la verdura retiramos las hojas y el tallo ponemos un cazo con abundante agua a hervir y una vez alcanzado el punto de ebullición la cocemos durante 10-15 minutos a fuego medio. En función del tamaño de la coliflor tardará más o menos por lo que recomendamos comprobar con un cuchillo el término de cocción. Añadimos un chorrito de aceite para potenciar el sabor. Si lo deseas puedes incorporar también una pizca de sal. 2 Mientras se cuece la coliflor aprovechamos para elaborar la salsa. Nosotros nos hemos decantado por una salsa bechamel sin mantequilla pero tú puedes preparar la versión que más te guste. Para hacerla pon a calentar el aceite saltea la harina moviéndola con unas varillas constantemente añade la leche y cuando espese la nuez moscada la sal y la pimienta. Es fundamental no dejar de remover. 3 Escurrimos la coliflor cuando esté lista la separamos por árboles y la colocamos sobre una bandeja o fuente apta para horno. Luego vertemos la salsa bechamel sobre ella y espolvoreamos queso rallado al gusto. Puedes escoger el tipo de queso que más te guste para cocinar la coliflor al horno con bechamel emmental mozzarella parmesano... 4 Horneamos la coliflor con bechamel y queso a 200 ºC hasta que el queso esté fundido y si nos gusta gratinado. En función de la potencia de tu horno puede llevarte de 10 a 15 minutos. Nosotros solo hemos puesto calor arriba puesto que la verdura ya estaba cocinada. 5 ¡Listo! Servimos la coliflor al horno con bechamel y queso de inmediato para evitar que se enfríe. Podemos acompañarla con una ensalada verde con patatas asadas e incluso con arroz blanco. Sin duda esta es una excelente forma de consumir este tipo de alimentos tan beneficiosos para el organismo puesto la combinación de sabor es exquisita.
pastel de patata y carne picada,300 gramos de Carne picada 3 Patatas 100 mililitros de Aceite de oliva 1 puñado de Sal 1 cucharada sopera de Pimienta negra 1 cucharada sopera de Ajo en polvo 1 cucharada sopera de Orégano 2 cucharadas soperas de Sazonador barbacoa 1 Huevo 100 gramos de Queso rallado al gusto 1 paquete de Jamón serrano en lonchas,1 Alistamos los ingredientes del pastel de patata y carne para estar seguros de que no falta ninguno. 2 Cocemos las patatas con una pizca de sal tal y como haríamos al realizar un puré de patatas tradicional. 3 Con la ayuda de un pasapurés una vez esté bien cocida la patata la hacemos puré añadiendo poco a poco sal y aceite. Lo dejamos reposar unos cinco minutos en el frigorífico mientras preparamos la carne para seguir con la receta del pastel de patata ligero. 4 Para la carne añadimos las especias: orégano sazonador barbacoa ajo molido pimienta negra y sal. Mezclamos bien. 5 Agregamos solo la yema de los huevos y mezclamos de nuevo. Vamos a comenzar a montar el pastel de carne y patata bajo en calorías. 6 Extendemos sobre papel de aluminio y una capa de film transparente el puré de patata. Sobre él colocamos las lonchas de jamón. 7 Por último extendemos la carne sobre el jamón tal y como mostramos en la imagen. 8 Enrollamos con la ayuda del film transparente y después lo retiramos. Prendemos el horno a 180 grados y rociamos el exterior del rollo de pastel de carne y patata de queso rallado. 9 Dejamos que se haga durante una hora a 180 grados con calor arriba y abajo. ¡Listo para disfrutar! Como ves este pastel patata y carne picada es muy fácil de hacer rápido y está delicioso. Y para acompañar ¿qué te parece una ensalada de aguacate?
berenjenas rellenas de carne picada light,2 piezas de Berenjenas grandes ½ kilogramo de Carne de res molida 1 taza de Zanahoria picada 1 taza de Papa picada 1 taza de Chícharo ½ pieza de Cebolla 4 cucharadas soperas de Aceite de oliva extra virgen 1 pizca de Sal 1 pizca de Pimienta,1 En la siguiente imagen podrás observar los ingredientes que necesitaremos para la preparación de estas deliciosas berenjenas rellenas light. En este sentido debes saber que en algunos países los chícharos son conocidos como arvejas o guisantes. 2 Para comenzar partiremos las berenjenas por la mitad a lo largo una vez listas les hacemos cortes formando una cuadrícula sin llegar a cortar la corteza de la berenjena. Te puedes guiar fácilmente con la siguiente imagen. 3 Ahora tomamos las berenjenas las colocamos en la bandeja para horno añadimos una pizca de sal a cada mitad y las bañamos con el aceite de oliva. Una vez listas metemos las berenjenas al horno durante 30 minutos a 180 °C. 4 Mientras se hornean las berenjenas aprovechamos para preparar el relleno de carne molida light. Para ello tomamos las verduras picadas y las colocamos en una cacerola con suficiente agua hirviendo dejamos que se cuezan por 20 minutos y añadimos una pizca de sal. Una vez estén suaves las verduras las retiramos del agua y las reservamos un momento. 5 Por otro lado tomamos la carne molida y la salpimentamos perfectamente. 6 Picamos finamente la cebolla y la sofreímos en una sartén con aceite caliente. Una vez la cebolla se observe transparente agregamos la carne molida y dejamos que se fría y se cocine perfectamente. 7 Cuando la carne esté bien cocida añadimos la verdura y dejamos que se cueza todo junto por 5 minutos más esto le dará un gran sabor a las verduras. Pasado este tiempo retiramos del fuego y reservamos un momento. 8 Por otro lado una vez listas las berenjenas las retiramos del horno y con ayuda de un cuchillo comenzamos a quitarles la pulpa. 9 Después rellenamos las berenjenas con la preparación anterior y las servimos calientes. Si quieres puedes incorporar la pulpa de la berenjena al relleno o reservarla para otra receta como hummus de berenjena. Podemos acompañar las berenjenas rellenas de carne picada light con un poco de pasta arroz blanco o una ensalada verde tu favorita.Esta es una receta rápida de berenjenas rellenas y ligera pero si quieres darle un toque extra de sabor y calorías puedes consultar la receta de berenjenas rellenas de atún bechamel y queso.
pastel de berenjenas con calabacin al horno,2 Berenjenas 2 Calabazas 2 Tomates rojos 250 mililitros de Crema ácida 3 Huevos 300 gramos de Jamón en cubos 300 gramos de Queso rallado 1 pizca de Sal 1 pizca de Pimienta,1 En la siguiente imagen podrás observar lo ingredientes que necesitaremos para la preparación de esta rico pastel de berenjenas con calabacín al horno. 2 Para comenzar vamos a cortar las verduras en rodajas. Corta en rebanadas de aproximadamente 5 milímetros de ancho el tomate rojo el calabacín y las berenjenas. 3 Para quitarle el gusto amargo a las berenjenas coloca todas las rebanadas en un recipiente y esparcimos sal por la superficie de cada rodajas. Deja reposar con la sal por unos 20 minutos. 4 Mientras tanto en un tazón mezclamos la crema ácida con los huevos una pizca de sal y una pizca de pimienta integramos perfectamente. Reservamos este mezcla. 5 Por otro lado nos ponemos a cocinar el calabacín. Para ello tomamos las rebanadas de calabacín y las ponemos a asar en una sartén caliente.Una vez pasado el tiempo de reposo de las berenjenas las ponemos a asar de la misma forma que el calabacín. 6 Una vez listo ubicamos el molde refrectario donde vamos a cocinar nuestro pastel de verduras. Entonces para armar el pastel colocamos una primer capa de verduras intercaladas así como se ve en la foto.Sobre esta capa esparcimos un poco de queso rallado y un poco del jamón cocido en cubos. 7 Repetimos el proceso con una capa más de verduras y otra de jamón y queso. La quinta capa será una capa de crema y huevo esparce con mucho cuidado y repite todo el proceso añadiendo otra capa más de verduras y otra de queso y jamón hasta terminar todos los ingredientes. 8 Sobre la última capa agregamos lo que resta de nuestra mezcla de crema y huevo y terminamos con una buena porción de queso para que se gratine en el horno.Cocina el pastel de verduras en el horno durante 20 minutos a 180°C. 9 Pasado este tiempo el huevo debe estar cuajado y el queso bien gratinado así que podrás sacar del horno y partir un pedazo de este rico pastel de berenjena con calabacín al horno.Este plato es perfecto para cenar o para servir de guarnición a la hora de la comida lo puedes combinar con pollo a la plancha o incluso con una milanesa de ternera. ¡Buen provecho!
espinacas gratinadas con bechamel al horno,1 bolsa de espinacas frescas Salsa bechamel 3 dientes de ajo aceite de oliva virgen extra 1 pizca de sal 1 pizca de pimienta negra molida ½ pastilla de Avecrem Queso mozarella Agua,1 Para empezar a elaborar la receta de espinacas con bechamel lavamos bien la verdura y la ponemos a cocer en una olla con agua hirviendo el ajo la pastilla de Avecrem y un chorro de aceite. Lo ideal es dejar que las espinacas se cocinen durante 15 minutos empezando a contar cuando alcancen el primer hervor. Luego preparamos la salsa bechamel casera o la compramos ya confeccionada. 2 Cuando las espinacas estén cocidas las escurrimos eliminando toda la cantidad de agua posible. El ajo podemos dejarlo o retirarlo como más nos guste. Después las colocamos en un recipiente apto para horno y las mezclamos con la salsa blanca. Una vez integradas espolvoreamos queso rallado sobre las espinacas con bechamel. Truco: Precalentamos el horno a 180 ºC. 3 Horneamos las espinacas con bechamel y queso durante 20 minutos o hasta que estén bien gratinadas. En este punto las retiramos y las servimos calientes. 4 Las espinacas gratinadas con bechamel al horno son una receta muy fácil y rápida de hacer que nos da como resultado un plato delicioso y cargado de nutrientes como el elevado contenido de fibra de esta verdura o su aporte de vitaminas. Si te ha gustado pásate por mi blog Cocinando con Amor Álvaro y descubre más platos como este.
patatas a la riojana de la abuela,4 patatas 30 gramos de chorizo 2 dientes de ajo 1 cebolla 1 pimiento rojo 1 pizca de pimentón dulce y picante (opcional) 1 hoja de laurel 600 mililitros de caldo de pollo 1 pizca de sal 1 chorro de aceite,1 Para empezar con la receta de la abuela de patatas a la rioja primero reunimos todos los ingredientes para preparar las patatas a la riojana tradicionales recordando que es muy importante que tanto las patatas como los chorizos sean de alta calidad. A continuación pica finamente la cebolla el pimiento y los ajos. El chorizo córtalo en rodajas más o menos gruesas y las patatas lávalas pélalas y córtalas en cubos más o menos grandes como si fueses a preparar patatas bravas. 2 Calienta aceite en una sartén y sofríe la cebolla hasta que se ponga transparente. Mantén la llama a fuego medio y entonces añade el ajo y las verduras cortadas continua con el sofrito por unos dos minutos más. 3 A continuación añade el chorizo y remueve todo para integrar los sabores. Espera que el chorizo comience a dorarse y entonces sazona todo al gusto añadiendo sal laurel y una pizca de pimentón dulce y picante. Truco: el pimentón picante es opcional pero si no le tienes miedo a un plato ligeramente picante te animo a que lo pruebes de esta forma. 4 Cuando pasen otros 2 minutos incorpora las patatas a la sartén y vuelve a mezclar todo para que las patatas se impregnen del aceite con chorizo y especias. ¿Qué te están pareciendo estas patatas con chorizo a la riojana? 5 Finalmente vierte todo el caldo de pollo tapa la sartén y deja que se cocinen las patatas a la riojana a fuego lento.Cuando veas que se ha consumido la mitad del caldo retira la tapa de la sartén y continua con la cocción durante unos 20-25 minutos o hasta que las patatas estén tiernas. Si es necesario añade un poco más de caldo al final debe quedarte algo de líquido pero no mucho. 6 Sirve y disfruta de las patatas a la riojana receta tradicional acompañando con un buen trozo de pan rústico.
ratatouille al horno,½ Berenjena ½ Calabacín ¼ Pimiento Rojo ¼ Pimiento italiano verde ¼ Cebolla 1 cucharada sopera de Hierbas provenzales 2 cucharadas soperas de Aceite de oliva 1 pizca de Sal 1 cucharada sopera de Ajo molido,1 Primero de todo alistamos y presentamos los ingredientes de nuestro particular ratatouille al horno. 2 Lo primero que vamos a acometer es preparar la berenjena. Lavamos la piel la secamos y la cortamos en rodajas bien finas. Las colocamos sobre un plato y echamos un poco de sal por encima para que no amarguen tanto. 3 Ahora seguimos con el resto de las verduras del ratatouille. Lavamos y laminamos el pimiento verde. 4 Lavamos el calabacín y lo cortamos en rodajas. Fíjate en la imagen para hacerlo de la misma forma y obtener un plato de verduras al horno perfecto. 5 Hacemos lo mismo con el pimiento rojo: lavar y cortar. 6 Pelamos la cebolla y la cortamos longitudinalmentente. Para que el ratatouille al horno quede como el original es necesario cortar las verduras tal y como indicamos en cada uno de los pasos. Aunque si quieres innovar un poco y hacer alguna modificación es totalmente válido. 7 En un recipiente apto para el horno colocamos las verduras. El orden que te proponemos es una sugerencia pero recuerda que puedes adaptarla a tu gusto. 8 Hacemos un aliño con el aceite la sal las especias y el ajo y lo distribuimos por encima de las verduras. 9 Horneamos las verduras aliñadas una media hora entre 180-200 grados y lista para disfrutar. Servimos el ratatouille al horno de inmediato para evitar que se enfríe. Si quieres puedes cocinar unas patatas asadas para acompañar. ¡Buen provecho!
berenjenas rellenas de pollo y verduras light,4 Berenjenas 250 gramos de Carne picada de pollo 2 Cebollas 1 Pimiento rojo 1 Pimiento verde 4 dientes de Ajo 1 chorro de Aceite de oliva virgen extra Sal 1 puñado de Queso rallado light (opcional) Pimienta negra molida,1 Para preparar estas berenjenas rellenas de pollo y verduras light lo primero que tenemos que hacer es precalentar el horno a 190º C y colocar un trozo de papel vegetal en una bandeja. Luego lavamos y partimos las berenjenas por la mitad y les hacemos unos cortes transversales a lo largo para que se cocinen antes. También espolvoreamos una pizca de sal y pimienta y un chorrito de aceite por encima y horneamos las berenjenas unos 45 minutos hasta que estén bien hechas. Truco: Yo he utilizado 2 berenjenas lisas y 2 rayadas pero tú haz las que prefieras. 2 Mientras tanto cocinaremos la carne y las verduras de las berenjenas rellenas light al horno: para ello primero freímos la carne picada de pollo previamente salpimentada en una sartén con un pelín de aceite caliente. 3 Una vez frita la carne picada de pollo la reservamos en un recipiente y en la misma sartén empezamos a pochar la cebolla y los ajos previamente picados. 4 Luego picamos en trozos también los pimientos y los añadimos a la sartén con el relleno de las berenjenas light. 5 Una vez cocinadas las berenjenas con ayuda de una cuchara retiramos parte de su pulpa y la picamos con un cuchillo. Y dejamos las berenjenas para rellenar listas en la bandeja de horno. Truco: Podéis dejar las berenjenas en el horno vaciadas para que se acaben de hacer y se mantengan calientes. 6 Cuando las verduras de las berenjenas rellenas light al horno estén medio pochadas añadimos la pulpa que hemos picado y seguimos cocinado todo unos 10 minutos más. Rectificamos de sal y pimienta. 7 Ahora añadimos la carne picada de pollo a las verduras y lo cocinamos todo 5 minutos más. 8 Una ves listo rellenamos las berenjenas con la preparación anterior con ayuda de una cuchara. 9 Si quisiéramos podríamos dejar así las berenjenas rellenas de carne picada light pero nosotros hemos preferido darle un toque adicional espolvoreando un poco de queso rallado light por encima de cada una y horneándolas un rato más hasta que se hayan gratinado. 10 Una vez el queso se haya gratinado nuestras berenjenas rellenas de pollo y verduras light estarán listas para comer. ¡Qué buena pinta!
wok de verduras con pollo,200 gramos de Zanahoria 120 gramos de Semillas de soja 150 gramos de Tirabeques 125 gramos de Bambú cortado 125 gramos de Castañas de agua 100 gramos de Pimiento amarillo 100 gramos de Setas chinas 2 pechugas de Pollo Sal Pimienta negra molida Soja al gusto Aceite de oliva,1 Para preparar este wok con verduras y pollo el primer paso es preparar todas las verduras para tenerlas bien a mano a la hora de hacerlas en el wok porque si lo dejamos para aprovechar y hacerlo mientras se están salteando ya algunas estas se nos quemarán. 2 Así que empezaremos por pelar y cortar las castañas de agua en rodajas y lo mismo haremos con las zanahorias pero cortándolas en juliana. Los tirabeques el bambú y las semillas de soja los lavamos bien y los dejamos escurrir. Las setas chinas podemos lavarlas y laminarlas o dejarlas enteras depende cuales tengamos y el pimiento rojo lo lavamos y lo picamos. 3 Una vez tengamos todas las verduras del wok preparadas es hora de cortar las pechugas de pollo en láminas y luego en cuadrados y salpimentarlos al gusto. Así el pollo del wok de verduras quedará dorado pero no reseco por dentro porque estará finito. 4 Cuando tengamos todos los ingredientes del wok de pollo y verduras listos cogemos el wok o en su defecto una sartén honda echamos un chorrito de aceite y subimos el fuego a medio-alto ya que la gracia de hacer un wok es saltear brevemente los ingredientes a fuego fuerte. 5 Cuando el wok esté bien caliente empezamos agregando las zanahorias cortadas las castañas de agua las setas chinas y el bambú cortado y los salteamos unos pocos minutos sin dejar de menear la sartén con movimientos envolventes. 6 A continuación añadimos los pimientos cortados las semillas de soja y los tirabeques y hacemos lo mismo que antes los salteamos brevemente unos pocos minutos sin dejar de remover el wok de pollo. 7 Por último añadimos el pollo cortado y lo salteamos hasta que empiece a estar dorado sin dejar de remover. Entonces añadimos un chorrito de soja al gusto y acabamos de menear bien el wok de verduras con pollo para integrar todos los ingredientes. ¡Y listo! Ya puedes comértelo con palillos chinos. Truco: Si no te gusta la soja simplemente añade una pizca de sal al wok de verduras.
